,Key,Cluster,Mean Value,Midline distance,AP position,Lateral position,Z position,Emission,Occupancy,kon,koff
22,1000223625.0,0.0,85308.88959856301,-32.41343459743369,211.91099999999997,68.0642,-58.7571,14753.013795771685,0.33790134675380945,0.28231231185757893,0.6602361082223862
23,1000223581.0,1.0,21304.323767143196,35.112054333383725,210.297,79.7055,-59.5608,13605.57638659217,0.08022905216479606,0.09179856772523547,0.9201834032803389
24,1000223583.0,1.0,21001.10995219871,37.08458398994679,187.174,80.346,-60.1388,27399.21412805874,0.07515065256756555,0.056408398425906704,2.181660296263087
25,1000227956.0,0.0,73123.6799426751,-37.91005938594301,226.225,67.3041,-57.9605,12727.269601153113,0.2886091310631542,0.21473626123400444,0.5588161511202773
26,1000223624.0,2.0,126280.50268814675,-40.305866784256395,199.53799999999998,67.6597,-59.8994,13496.776733241417,0.5262605847423554,0.517273733097514,0.4569466808438273
27,1000223582.0,2.0,115128.50631605103,45.96708552851091,175.99099999999999,81.2609,-60.1781,12867.869531559538,0.5119410740499156,0.40143262698199444,0.38793681769475663
28,1000223585.0,2.0,159432.33359541203,50.92488561002515,216.145,80.7944,-60.0836,14365.048841504502,0.6294002087655813,0.6449558984578803,0.380133824870357
29,1000223580.0,2.0,139298.64269312186,54.192003749642325,204.502,81.266,-59.4172,13561.843349383547,0.5953837304682071,0.47432589084685667,0.2686195724286956
30,1000223587.0,2.0,99111.04753497668,55.534280427787934,222.05700000000002,80.9887,-59.1696,10688.985464343576,0.42181668266852124,0.3219348855668668,0.3740261659200778
31,1000223568.0,2.0,148983.1584465122,56.4484284804326,169.532,82.1176,-61.8018,13475.73137482995,0.626043235313983,0.3031931351413106,0.18496234047177956
32,1000223681.0,2.0,114691.50306630025,58.810080236387435,157.819,82.4969,-60.8775,13567.158115290318,0.46360254490516056,0.2959716164451622,0.35224888850434516
33,1000223665.0,2.0,96895.77731587488,-59.88911318757564,155.595,67.1382,-59.6754,14136.900503166762,0.3725629032392927,0.2548963658469605,0.4462579435948501
34,1000223584.0,2.0,96397.48157146137,60.613037680362204,192.972,81.9282,-62.7357,13300.233872781502,0.39963906515335484,0.3346744004210445,0.48678828787163514
35,1000223621.0,0.0,56761.960690117674,-69.82261702975204,193.229,65.7817,-62.2682,11076.201547665063,0.24881778802310686,0.2166390040091513,0.6123071200152842
36,1000223563.0,0.0,76905.94941924549,-71.11378951853334,186.52700000000002,65.8379,-59.2745,13890.864767372432,0.3014062918969682,0.2919485234059809,0.6613587110340995
37,1000223623.0,2.0,118589.46684976216,-71.49947244355971,169.55200000000002,66.1534,-59.0921,12781.401672972726,0.5330060411973464,0.4313963531693338,0.3641651533604679
38,1000223588.0,2.0,155517.76060282488,74.69449508280034,198.56799999999998,82.6671,-59.75,13710.23359939675,0.639802380920628,0.4530430550015484,0.2389855018531482
39,1000223622.0,2.0,112747.32047233442,-76.82113171120464,216.99099999999999,64.8849,-56.6658,13863.63315847872,0.45475619419870805,0.3456360480092884,0.4355864984138043
40,1000223718.0,2.0,110556.692917988,-83.23317467349851,163.005,65.6094,-59.9205,13789.175305326,0.43257373931500975,0.20099111975274092,0.26630976376706084
41,1000223617.0,2.0,116525.60972053227,-85.58395929719809,205.187,64.6408,-56.6346,13095.189561525236,0.4574194896209003,0.29465133407083277,0.3257651672301738
42,1000223586.0,2.0,150372.45532791282,87.25873061552687,182.463,83.68700000000001,-61.123000000000005,13993.750077108067,0.6125777224664645,0.6006059758445398,0.3375052003740016
43,1000223619.0,2.0,97775.22941473135,-97.1424006165062,222.15099999999998,63.6856,-57.2537,13162.873429071891,0.3829400372685667,0.2521057252829444,0.3804585141108642
44,1000223620.0,0.0,66994.18508638753,-102.07245622553819,180.585,64.2854,-61.9554,12645.170912922347,0.2629771612224386,0.2766687654765239,0.8298604399656653
45,1000223618.0,0.0,71243.43963181898,-126.01113904474195,210.416,62.5593,-59.2522,13322.51885392769,0.2749213401257368,0.27903299950879884,0.6880693465446938
46,1000223592.0,2.0,121425.04033126046,130.41116634946658,211.605,85.1842,-61.943999999999996,14104.083087670266,0.4912249018202592,0.28777888754841424,0.31745236873349186
47,1000223685.0,2.0,110869.81438004471,132.62512821569885,165.007,86.2129,-62.7134,13119.026859704727,0.4743753011392007,0.36074208134734964,0.4367149182892173
48,1000223616.0,0.0,62503.617468349126,-144.219902026998,173.923,62.5092,-60.5532,13906.717831598244,0.24420156733053938,0.2766687654765239,0.8298604399656653
49,1000223615.0,1.0,15278.352253541148,-144.3207274203899,198.377,62.0165,-57.7947,17398.008757853044,0.049652226512539505,0.047856475066629864,0.9531376020638637
50,1000223589.0,2.0,114928.17659752668,149.45915415594962,188.90400000000002,86.4504,-59.3574,13100.340308740298,0.484424413403954,0.36264121468528016,0.3379916166874497
51,1000223594.0,2.0,91236.50729755579,149.96533938529768,217.68,85.8844,-60.0281,13632.224743599263,0.37589482331609625,0.23992831482753088,0.4163937475679552
52,1000223590.0,2.0,115838.76482874918,157.06170855501998,172.56900000000002,87.0805,-63.699,12123.151738914417,0.5479262844436623,0.3340867534730072,0.2138680006836892
53,1000223716.0,0.0,56134.353212856564,-157.9051246951946,157.58700000000002,62.2753,-60.4966,14034.709516622897,0.22437689050504422,0.21840153705475024,0.7570324750433517
54,1000223591.0,0.0,73290.51566237045,167.88516215282968,178.99900000000002,87.3762,-62.1651,13178.746270138416,0.30367837370352607,0.22752003717218097,0.5152309993450398
55,1000223593.0,2.0,182975.1622516807,177.06738482076491,194.75799999999998,87.4146,-60.5619,13392.005118526278,0.7843230999279412,0.5959037929307017,0.10112574492581126
56,1000223864.0,0.0,52968.474218881114,-177.83982460865326,166.734,61.3289,-59.4889,13768.10051925848,0.20981578194120865,0.1505081723612207,0.582957805331151
57,1000223595.0,2.0,109506.90536584904,178.71817411902495,201.392,87.3417,-62.1066,13107.29070210578,0.481939880306989,0.37850147115017885,0.3223666052273528
58,1000223596.0,2.0,139654.37867911477,189.6430391670486,207.53099999999998,87.6192,-59.0716,13944.262995385832,0.5925552291619087,0.7192929958867303,0.4076160443516895
59,1000223919.0,2.0,111819.4390736063,-189.93294004138627,185.975,60.4989,-56.4038,14201.112216521198,0.4395990974500888,0.3470787223901152,0.46028784458848443
60,1000223562.0,0.0,83287.01674031395,-194.88527679953918,191.793,60.2026,-58.9792,13430.088535705709,0.34296027048997696,0.23396266699568702,0.4775872991046132
61,1000223918.0,0.0,77070.211294486,-212.37234397344227,213.97,59.1419,-58.6406,13570.776863683144,0.29634394162215544,0.22009984086220452,0.5145655677321553
