,Key,Cluster,Mean Value,Midline distance,AP position,Lateral position,Z position,Emission,Occupancy,kon,koff
0,1000223571.0,2.0,145856.43206312956,0.06903845454067446,211.465,74.0108,-61.1746,13863.793543049293,0.6216223742490657,0.4929698078252789,0.31883275611569356
1,1000223572.0,2.0,109950.10675460183,-0.08956636103166501,201.362,73.7038,-62.6033,13763.92071690133,0.44340250527502434,0.35374478955955724,0.4481650146889868
2,1000223611.0,0.0,48937.01590721178,0.17299669106303672,165.17,75.03,-61.4728,13832.995888636116,0.20731402902664664,0.2059890127187649,0.856564354922694
3,1000223630.0,0.0,87489.47188236614,-0.8131270001113071,175.623,73.6232,-61.324,12845.049310698185,0.3879525843667562,0.24878211298448713,0.30145242494730684
4,1000223574.0,0.0,73993.8900549394,3.2231634453586917,216.666,75.4427,-57.15,13582.02040453269,0.2864529950681122,0.21734096961123092,0.5357593793035488
5,1000223579.0,2.0,131532.9463489381,3.780993628162553,221.892,75.4621,-58.7137,12840.683027068875,0.5713645172164508,0.44787377428837094,0.26743496799426053
6,1000223573.0,2.0,111189.74898588577,4.001146937989351,206.447,75.8657,-59.7806,12363.40640021148,0.4754662927596194,0.3077277594950834,0.31094726332629985
7,1000223673.0,1.0,23501.887544979978,4.339257581514556,159.13,76.8913,-64.3467,15129.176939765155,0.07979515139027445,0.0989254645677386,1.0742402196247334
8,1000223576.0,2.0,173630.76062078594,4.888901938808588,191.703,76.3598,-61.6904,13968.9016024719,0.7438902676634771,0.434530485794033,0.1077107770295161
9,1000223577.0,2.0,114399.48342468902,6.096810278708622,171.3,77.0058,-61.2446,13650.438870938307,0.46658316639718733,0.37580769318816404,0.4156333234917986
10,1000223603.0,0.0,71977.09609802238,-6.485750012019388,155.753,72.3331,-60.0382,11647.325606417771,0.29604797823187035,0.23630305371930937,0.5375356531665823
11,1000223565.0,0.0,63345.26420689186,-6.719244595854253,194.77200000000002,71.5355,-60.1224,8465.999825423945,0.2665532739567598,0.21910515108543632,0.5846912850729077
12,1000223575.0,2.0,124245.70057959181,9.851196635336956,179.986,77.5338,-59.5783,13882.501889220586,0.488843400002749,0.3077277594950834,0.31094726332629985
13,1000223669.0,2.0,100572.29131351573,-10.499316377666274,169.18099999999998,71.3744,-63.2572,13424.266674482971,0.42172901110926664,0.26210910840874857,0.38111082046602535
14,1000223628.0,2.0,122934.82757773438,-11.327046069024698,217.58,70.2929,-62.1983,14055.495442721345,0.5017549970841189,0.45040363841530096,0.4971301960450456
15,1000223578.0,0.0,92319.93425654536,11.401964294943745,198.079,77.4119,-60.8609,13805.47953876825,0.36158815123337523,0.38609400408249117,0.67928388158422
16,1000223629.0,2.0,100728.95050145603,-13.108826764217074,188.71599999999998,70.6122,-60.8877,10938.10418597922,0.4576581696308947,0.4363961126535422,0.4423963294020976
17,1000223626.0,2.0,102176.064480855,-14.098518667585484,206.528,70.1229,-59.1075,13628.536058475374,0.4382654587140397,0.2719659887211511,0.3605517862437238
18,1000223627.0,2.0,171787.51907372466,-15.0255630501285,181.303,70.5197,-61.3869,13838.559748221935,0.7105202891630923,0.5257114260321535,0.22576079166130858
19,1000223663.0,2.0,98784.17456720471,-18.82660232363288,161.844,70.4341,-62.3049,12126.346579102259,0.44415845622415034,0.37207494600937746,0.35683452855582865
20,1000228867.0,2.0,132841.12686259885,23.533885539777977,227.865,78.264,-61.2835,13743.543106688609,0.5508374173859495,0.40971806220228535,0.3628316891426344
21,1000223679.0,1.0,28615.605802572543,31.88001634427189,163.608,80.3635,-60.0791,13199.204438357103,0.112097097306154,0.09357685391389428,0.8060607386599481
