,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,1000223571.0,2.0,145856.43206312956,0.06903845454067446,211.465,74.0108,-61.1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35319.52119063721,39726.216374915544,1462.9115591938607,54060.606743472206,84107.30192775052,55048.997112028825,46600.69229630717,90032.3874805855,108740.08266486383,83655.77784914216,92747.47303342047,132197.1682176988,119546.86340197713,131490.55858625547,193394.2537705338,177926.94895481213,192252.64413909044,190196.33932336877,199815.0345076471,242342.72969192543,175340.42487620376,181752.12006048206,258220.8152447604,169056.51042903872,223900.20561331708,256810.9007975954,271026.59598187375,246479.29116615205,207597.98635043035,230365.6815347087,200459.376718987,206617.0719032653,209260.76708754367,202711.46227182198,210139.15745610034,217629.85264037867,199440.54782465697,237866.24300893533,253652.93819321363,206971.63337749196,198297.3285617703,245868.02374604862,245600.71893032696,184063.4141146053,237039.1092988836,212775.80448316195,244472.49966744025,234074.19485171858,224752.8900359969,179489.5852202752,217746.28040455357,237127.97558883188,218920.67077311024,230638.36595738854,197351.06114166687,156091.7563259452,127854.45151022352,144920.14669450183,157296.84187878016,142047.53706305852,128402.23224733684,117095.92743161516,153398.6226158935,149876.31780017182,132773.01298445015,141363.70816872848,169600.4033530068,163740.0985372851,164222.79372156344,179497.48890584178,186877.18409012008,205872.87927439844,154453.57445867674,143288.2696429551,146093.96482723343,118129.66001151173
1,1000223572.0,2.0,109950.10675460183,-0.08956636103166501,201.362,73.7038,-62.6033,35560.48379501897,36082.17897929727,55304.87416357563,53704.56934785396,51065.26453213226,73807.35008496727,75325.65490068893,65306.740453523904,81563.43563780225,71259.13082208057,62250.82600635887,62395.52119063721,57206.216374915544,72878.91155919386,43229.606743472206,118374.30192775052,67091.99711202882,101170.69229630717,58552.3874805855,69004.08266486383,40327.77784914216,68627.47303342047,70255.16821769881,67682.86340197713,53066.55858625547,79985.2537705338,97379.94895481213,83221.64413909044,86636.33932336877,85674.03450764711,75467.72969192543,112317.42487620378,118354.12006048208,133018.8152447604,160087.51042903872,165618.20561331708,171118.9007975954,179021.59598187375,163269.29116615205,211466.98635043035,225093.6815347087,199342.376718987,188986.0719032653,146198.76708754367,178439.46227182198,159124.15745610034,165476.85264037867,133251.54782465697,133583.24300893533,100114.93819321363,178552.63337749196,164742.3285617703,107008.02374604864,146115.71893032696,140540.4141146053,140015.1092988836,98751.80448316193,124004.49966744024,147478.19485171858,146798.8900359969,139801.5852202752,153905.28040455357,167196.97558883188,107972.67077311024,116519.36595738854,99518.06114166687,162387.7563259452,133636.4515102235,136766.14669450183,114869.84187878018,123822.53706305851,139686.23224733683,85450.92743161516,113007.62261589347,120987.31780017182,109516.01298445015,113848.70816872848,104800.4033530068,138873.0985372851,134812.79372156344,127751.48890584178,96291.18409012009,112996.87927439844,62792.574458676754,87925.26964295509,51110.96482723343,62010.66001151173,,
2,1000223611.0,0.0,48937.01590721178,0.17299669106303672,165.17,75.03,-61.4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22592.595981873732,16883.291166152034,29513.986350430365,40290.681534708696,11603.376718987027,48767.07190326533,31588.767087543674,38107.46227182199,36496.157456100336,78959.85264037867,66657.54782465697,73508.24300893533,77108.93819321363,85266.63337749195,92186.3285617703,70717.02374604864,84375.71893032696,81080.41411460527,101818.10929888359,111874.80448316193,148670.49966744025,132026.19485171858,144811.8900359969,144013.5852202752,126672.28040455356,155136.97558883188,177272.67077311024,156633.36595738854,114857.06114166687,133926.7563259452,129856.45151022352,153322.14669450183,138420.84187878016,160810.53706305852,114347.23224733684,93662.92743161516,54614.62261589347,77348.31780017182,86865.01298445015,64025.70816872848,68152.4033530068,78283.09853728511,58393.793721563445,77400.48890584178,55353.18409012009,69703.87927439844,54554.574458676754,46502.269642955085,41932.96482723343,49488.66001151173,,
3,1000223630.0,0.0,87489.47188236614,-0.8131270001113071,175.623,73.6232,-61.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27236.740453523904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16639.644139090437,0.0,49878.03450764711,20277.72969192543,37914.424876203775,51294.12006048208,61728.81524476039,49331.510429038724,56051.20561331707,89799.90079759539,92867.59598187373,108209.29116615203,75553.98635043036,91454.6815347087,60741.37671898703,71611.07190326533,91700.76708754367,87497.46227182199,76477.15745610034,101431.85264037867,106072.54782465697,119633.24300893533,134194.93819321363,164893.63337749196,115607.3285617703,127351.02374604864,176481.71893032696,167537.4141146053,152085.1092988836,181180.80448316195,174745.49966744025,189916.19485171858,183479.8900359969,181197.5852202752,238819.28040455357,176260.97558883188,176817.67077311024,164280.36595738854,146186.06114166687,222234.7563259452,147367.4515102235,152753.14669450183,170951.84187878016,161910.53706305852,133536.23224733683,141885.92743161516,136410.6226158935,165415.31780017182,204869.01298445015,154320.70816872848,175490.4033530068,135176.0985372851,179729.79372156344,115262.48890584178,149000.18409012008,160009.87927439844,97254.57445867675,131788.2696429551,175363.96482723343,193903.66001151173,,
4,1000223574.0,0.0,73993.8900549394,3.2231634453586917,216.666,75.4427,-57.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22038.740453523904,0.0,0.0,0.0,0.0,39616.216374915544,31949.91155919386,46899.606743472206,40213.30192775052,35397.997112028825,45755.69229630717,60655.3874805855,60899.08266486383,38675.77784914216,59524.473033420465,69970.16821769881,66655.86340197713,83930.55858625547,69394.2537705338,68838.94895481213,105553.64413909044,73191.33932336877,57496.03450764711,78454.72969192543,83591.42487620378,85701.12006048208,88235.8152447604,103685.51042903872,84182.20561331707,96314.90079759539,89809.59598187373,74902.29116615203,59147.986350430365,80330.6815347087,91560.37671898703,81560.07190326533,44726.767087543674,104729.46227182199,90364.15745610034,92127.85264037867,101247.54782465697,106292.24300893533,97989.93819321363,88609.63337749195,90922.3285617703,82205.02374604864,101468.71893032696,81504.41411460527,84279.10929888359,115536.80448316193,113161.49966744024,78942.19485171858,123235.89003599693,102702.58522027523,96211.28040455356,101247.97558883188,119609.67077311024,127098.36595738854,127215.06114166687,114402.7563259452,120480.45151022352,134443.14669450183,164277.84187878016,142865.53706305852,119662.23224733684,130824.92743161516,112858.62261589347,111566.31780017182,128766.01298445015,133369.70816872848,129386.4033530068,122057.09853728511,102355.79372156344,80156.48890584178,122236.18409012009,84016.87927439844,32231.574458676754,53421.269642955085,43394.96482723343,31113.660011511733
5,1000223579.0,2.0,131532.9463489381,3.780993628162553,221.892,75.4621,-58.7137,0.0,0.0,0.0,0.0,0.0,0.0,10889.654900688925,0.0,0.0,0.0,0.0,22761.130822080566,0.0,37618.52119063721,74047.21637491554,54767.91155919386,53010.606743472206,64494.30192775052,74031.99711202882,67822.69229630717,85793.3874805855,68950.08266486383,108104.77784914216,149640.47303342045,93339.16821769881,125100.86340197713,181719.55858625547,154804.2537705338,199062.94895481213,185184.64413909044,184336.33932336877,171133.0345076471,180279.72969192543,194254.42487620376,175918.12006048206,183646.8152447604,177824.51042903872,174436.20561331708,158362.9007975954,206560.59598187375,167577.29116615205,213377.98635043035,169623.6815347087,118217.37671898703,128341.07190326533,131514.26708754365,134687.46227182198,114127.15745610034,146144.85264037867,119916.54782465697,140954.24300893533,129826.93819321363,148630.63337749196,127520.3285617703,152367.02374604862,118655.71893032696,167038.4141146053,180368.1092988836,207400.80448316195,187262.49966744025,202823.19485171858,240877.8900359969,264287.5852202752,200924.28040455357,191814.97558883188,244183.67077311024,193311.36595738854,198426.06114166687,190735.7563259452,217310.4515102235,272338.14669450186,238267.84187878016,188112.53706305852,255497.23224733683,157836.92743161516,168651.6226158935,145879.31780017182,161228.01298445015,187341.70816872848,152985.4033530068,128846.09853728511,152283.79372156344,119429.48890584178,129136.18409012009,113335.87927439844,120924.57445867675,108950.26964295509,139186.96482723343,131588.66001151173
6,1000223573.0,2.0,111189.74898588577,4.001146937989351,206.447,75.8657,-59.7806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16372.216374915544,26186.91155919386,29948.606743472206,48108.30192775052,72152.99711202882,37684.69229630717,59663.3874805855,66064.08266486383,118483.77784914216,68382.47303342047,116225.16821769881,107148.86340197713,113366.55858625547,140921.2537705338,113391.94895481213,155494.64413909044,119683.33932336877,147823.0345076471,122026.72969192543,136452.42487620376,188738.12006048206,191328.8152447604,171406.51042903872,152131.20561331708,137852.9007975954,150571.59598187375,154730.29116615205,129706.98635043036,149376.6815347087,106122.37671898703,145142.0719032653,134580.76708754367,139288.46227182198,162276.15745610034,149955.85264037867,112936.54782465697,121254.24300893533,124861.93819321363,153201.63337749196,151822.3285617703,57165.02374604864,129978.71893032696,103954.41411460527,188194.1092988836,110514.80448316193,168546.49966744025,131135.19485171858,124042.89003599693,141772.5852202752,168400.28040455357,148118.97558883188,156309.67077311024,130298.36595738854,184813.06114166687,162703.7563259452,161302.4515102235,148321.14669450183,164265.84187878016,163414.53706305852,142780.23224733683,134418.92743161516,161278.6226158935,165425.31780017182,141444.01298445015,137363.70816872848,181273.4033530068,203286.0985372851,184083.79372156344,157635.48890584178,186151.18409012008,183889.2696429551,180713.96482723343,138834.66001151173,,
7,1000223673.0,1.0,23501.887544979978,4.339257581514556,159.13,76.8913,-64.3467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37457.12006048208,0.0,14434.510429038724,0.0,0.0,0.0,29039.291166152034,29392.986350430365,18062.681534708696,11643.376718987027,18628.07190326533,31041.767087543674,40720.46227182199,48876.157456100336,62848.85264037867,36130.54782465697,69218.24300893533,38600.93819321363,55513.63337749195,47157.32856177029,36151.02374604864,36856.718930326955,77874.41411460527,24999.109298883588,68132.80448316193,75033.49966744024,55576.19485171858,50532.89003599693,57752.58522027523,40907.28040455356,16407.975588831876,70592.67077311024,73895.36595738854,72747.06114166687,63509.7563259452,82110.45151022352,35319.14669450183,71893.84187878018,35587.53706305851,51883.23224733684,16024.927431615157,160.62261589347327,56845.31780017182,7069.01298445015,44539.70816872848,64241.4033530068,29577.098537285114,28489.793721563445,26053.488905841776,0.0,15066.879274398438,0.0,0.0,0.0,23062.660011511733,,,,,
8,1000223576.0,2.0,173630.76062078594,4.888901938808588,191.703,76.3598,-61.6904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43389.606743472206,0.0,30010.997112028825,45293.69229630717,37587.3874805855,19946.082664863832,70948.77784914216,57716.473033420465,75438.16821769881,99177.86340197713,138495.55858625547,120820.2537705338,169199.94895481213,155949.64413909044,188283.33932336877,220539.0345076471,237077.72969192543,250041.42487620376,197661.12006048206,225799.8152447604,183179.51042903872,280413.2056133171,253477.9007975954,246932.59598187375,233522.29116615205,271183.98635043035,265599.6815347087,250930.376718987,196297.0719032653,267239.7670875437,304643.462271822,252158.15745610034,273660.85264037864,275867.54782465694,267312.24300893536,253378.93819321363,187878.63337749196,244638.3285617703,219249.02374604862,266004.718930327,309830.4141146053,249394.1092988836,257919.80448316195,260811.49966744025,302832.1948517186,268168.8900359969,254064.5852202752,301566.2804045536,290191.9755888319,262734.67077311024,268508.36595738854,318664.06114166684,265071.7563259452,236138.4515102235,305841.14669450186,240006.84187878016,297856.5370630585,279408.2322473368,238876.92743161516,267843.6226158935,241611.31780017182,194949.01298445015,210040.70816872848,169868.4033530068,217513.0985372851,206482.79372156344,145123.48890584178,172372.18409012008,163143.87927439844,139114.57445867674,203488.2696429551,162007.96482723343,201115.66001151173,,
9,1000223577.0,2.0,114399.48342468902,6.096810278708622,171.3,77.0058,-61.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31934.91155919386,0.0,32416.301927750523,45500.997112028825,92209.69229630717,93853.3874805855,145831.08266486385,154879.77784914215,107642.47303342047,115933.16821769881,102896.86340197713,80969.55858625547,62247.2537705338,120480.94895481213,91066.64413909044,71557.33932336877,94094.03450764711,148398.72969192543,130706.42487620378,102708.12006048208,77654.8152447604,106091.51042903872,90895.20561331707,118656.90079759539,141517.59598187375,131700.29116615205,104742.98635043036,117421.6815347087,80809.37671898703,122293.07190326533,140370.76708754367,127968.46227182199,127355.15745610034,175149.85264037867,147015.54782465697,174446.24300893533,194900.93819321363,162091.63337749196,202402.3285617703,208450.02374604862,230620.71893032696,235062.4141146053,234152.1092988836,266166.80448316195,213556.49966744025,215494.19485171858,242454.8900359969,181403.5852202752,167699.28040455357,196975.97558883188,219790.67077311024,211073.36595738854,168456.06114166687,216060.7563259452,190230.4515102235,174612.14669450183,162118.84187878016,149090.53706305852,157931.23224733683,178044.92743161516,164968.6226158935,184537.31780017182,163918.01298445015,112129.70816872848,124058.4033530068,92941.09853728511,103528.79372156344,122237.48890584178,96759.18409012009,71022.87927439844,61307.574458676754,58274.269642955085,51588.96482723343,71624.66001151173,,
