,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
10,1000223603.0,0.0,71977.09609802238,-6.485750012019388,155.753,72.3331,-60.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43375.77784914216,38108.473033420465,74257.16821769881,58315.86340197713,74779.55858625547,103389.2537705338,101561.94895481213,113544.64413909044,97745.33932336877,112549.03450764711,113447.72969192543,96130.42487620378,106550.12006048208,136312.8152447604,87855.51042903872,95180.20561331707,112960.90079759539,96846.59598187373,119135.29116615203,153675.98635043035,150605.6815347087,120689.37671898703,94578.07190326533,122954.76708754367,143447.46227182198,99697.15745610034,88760.85264037867,67710.54782465697,92538.24300893533,114411.93819321363,116277.63337749195,158806.3285617703,88422.02374604864,89248.71893032696,119832.41411460527,146987.1092988836,144603.80448316195,98210.49966744024,123175.19485171858,66148.89003599693,68181.58522027523,45613.28040455356,64655.975588831876,63861.670773110236,62060.36595738854,57750.06114166687,68814.7563259452,94489.45151022352,94467.14669450183,51566.84187878018,60172.53706305851,52512.23224733684,43873.92743161516,59796.62261589347,68330.31780017182,62839.01298445015,96565.70816872848,75066.4033530068,98353.09853728511,69814.79372156344,95250.48890584178,76054.18409012009,99864.87927439844,68169.57445867675,109492.26964295509,63106.96482723343,64499.66001151173,,,,,
11,1000223565.0,0.0,63345.26420689186,-6.719244595854253,194.77200000000002,71.5355,-60.1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22285.216374915544,0.0,52405.606743472206,0.0,42793.997112028825,51731.69229630717,71976.3874805855,47346.08266486383,57952.77784914216,98231.47303342047,106800.16821769881,118017.86340197713,104300.55858625547,96706.2537705338,124197.94895481213,78405.64413909044,49817.33932336877,61350.03450764711,57148.72969192543,78684.42487620378,70215.12006048208,72050.8152447604,65350.510429038724,81059.20561331707,0.0,49115.59598187373,46653.291166152034,32387.986350430365,44333.681534708696,71301.37671898703,86789.07190326533,60818.767087543674,89254.46227182199,60378.157456100336,74255.85264037867,46346.54782465697,66657.24300893533,84118.93819321363,86687.63337749195,85536.3285617703,83178.02374604864,72336.71893032696,98150.41411460527,99588.10929888359,114345.80448316193,86255.49966744024,88398.19485171858,88791.89003599693,86786.58522027523,73135.28040455356,98364.97558883188,87810.67077311024,98849.36595738854,88497.06114166687,81344.7563259452,79336.45151022352,114059.14669450183,75750.84187878018,72546.53706305851,67030.23224733684,72361.92743161516,57228.62261589347,71462.31780017182,86742.01298445015,95182.70816872848,56533.4033530068,84868.09853728511,113362.79372156344,84972.48890584178,89757.18409012009,56857.87927439844,106457.57445867675,82102.26964295509,85795.96482723343,82678.66001151173,,
12,1000223575.0,2.0,124245.70057959181,9.851196635336956,179.986,77.5338,-59.5783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3453.2163749155443,0.0,38717.606743472206,0.0,61861.997112028825,49381.69229630717,50476.3874805855,32797.08266486383,40161.77784914216,61746.473033420465,69165.16821769881,58827.86340197713,89087.55858625547,96832.2537705338,71147.94895481213,103418.64413909044,124236.33932336877,134275.0345076471,119744.72969192543,146926.42487620376,157909.12006048206,178091.8152447604,182964.51042903872,208870.20561331708,162202.9007975954,209683.59598187375,209596.29116615205,181885.98635043035,187197.18153470868,192508.376718987,168039.0719032653,150577.76708754367,215966.46227182198,200766.15745610034,174199.85264037867,202820.54782465697,212835.24300893533,149188.93819321363,201803.63337749196,184111.3285617703,144412.02374604862,202294.71893032696,165649.4141146053,223771.1092988836,173956.80448316195,159987.49966744025,146391.19485171858,186277.8900359969,212564.5852202752,194711.28040455357,228620.97558883188,167590.67077311024,191338.36595738854,261805.06114166687,177117.7563259452,199871.4515102235,264552.14669450186,306708.84187878016,207403.53706305852,169303.23224733683,155253.92743161516,224588.6226158935,178653.31780017182,202602.01298445015,182549.70816872848,146699.4033530068,134267.0985372851,93849.79372156344,123229.48890584178,143170.18409012008,123328.87927439844,41860.574458676754,53576.269642955085,52572.96482723343,9613.660011511733,,
13,1000223669.0,2.0,100572.29131351573,-10.499316377666274,169.18099999999998,71.3744,-63.2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32808.997112028825,0.0,29526.3874805855,48364.08266486383,52292.77784914216,54910.473033420465,54902.16821769881,55236.86340197713,51673.55858625547,80202.2537705338,77590.94895481213,102654.64413909044,93809.33932336877,62790.03450764711,60175.72969192543,59625.424876203775,101986.12006048208,94759.8152447604,108958.51042903872,118090.20561331707,157708.9007975954,144543.59598187375,171796.29116615205,147278.98635043035,165671.6815347087,146124.376718987,146316.0719032653,169078.76708754367,206609.46227182198,218606.15745610034,126557.85264037867,168783.54782465697,178424.24300893533,188975.93819321363,187725.63337749196,153480.3285617703,146168.02374604862,154291.71893032696,141073.4141146053,182126.1092988836,123651.80448316193,157764.49966744025,154706.19485171858,168006.8900359969,144253.5852202752,185006.28040455357,178764.97558883188,159966.67077311024,154407.36595738854,142104.06114166687,166926.7563259452,146454.4515102235,123670.14669450183,151484.84187878016,165783.53706305852,133695.23224733683,118322.92743161516,80421.62261589347,135797.31780017182,140207.01298445015,167968.70816872848,144201.4033530068,136357.0985372851,125586.79372156344,118780.48890584178,102607.18409012009,85499.87927439844,105030.57445867675,98387.26964295509,72814.96482723343,120031.66001151173,,
14,1000223628.0,2.0,122934.82757773438,-11.327046069024698,217.58,70.2929,-62.1983,0.0,0.0,0.0,0.0,0.0,0.0,25081.654900688925,19511.35008496727,0.0,0.0,0.0,0.0,0.0,23134.521190637213,22747.216374915544,15944.91155919386,0.0,0.0,53285.997112028825,39102.69229630717,29685.3874805855,72654.08266486383,69803.77784914216,53201.473033420465,62816.16821769881,61355.86340197713,82826.55858625547,76838.2537705338,96872.94895481213,142663.64413909044,141156.33932336877,152180.0345076471,115882.72969192543,155817.42487620376,138346.12006048206,140865.8152447604,180431.51042903872,178887.20561331708,178967.90079759542,179048.59598187375,160407.29116615205,150150.98635043035,191652.6815347087,144854.376718987,151624.0719032653,154025.76708754367,158271.46227182198,188121.15745610034,157731.85264037867,206826.54782465697,155109.24300893533,196082.93819321363,205771.63337749196,204004.3285617703,197170.02374604862,213747.71893032696,215570.4141146053,224155.1092988836,167167.80448316195,224305.49966744025,204395.19485171858,219397.8900359969,208970.5852202752,223310.28040455357,231414.4755888319,239518.67077311024,192101.36595738854,219630.06114166687,200883.7563259452,198216.4515102235,173516.14669450183,180021.84187878016,193636.53706305852,177933.23224733683,188642.92743161516,142712.6226158935,180988.31780017182,176658.01298445015,169033.70816872848,150835.4033530068,130015.09853728511,121112.79372156344,124626.48890584178,95120.18409012009,97746.87927439844,110297.57445867675,141267.2696429551,102588.96482723343,93680.66001151173
15,1000223578.0,0.0,92319.93425654536,11.401964294943745,198.079,77.4119,-60.8609,0.0,0.0,0.0,0.0,0.0,2889.350084967271,0.0,0.0,0.0,0.0,0.0,0.0,22124.216374915544,47303.91155919386,64598.606743472206,54271.30192775052,71784.99711202882,106690.69229630717,42747.3874805855,79609.08266486383,103744.77784914216,44528.473033420465,108636.16821769881,115596.86340197713,139210.55858625547,126412.2537705338,116226.94895481213,132251.64413909044,124650.33932336877,142063.0345076471,154960.72969192543,144361.42487620376,124866.12006048208,86266.8152447604,110198.51042903872,134444.20561331708,72624.90079759539,105015.59598187373,61461.291166152034,70517.98635043036,60745.681534708696,71776.37671898703,57508.07190326533,71899.76708754367,102306.46227182199,104294.15745610034,125553.85264037867,118348.54782465697,136472.24300893533,110497.93819321363,109437.63337749195,146614.3285617703,111677.02374604864,183263.71893032696,152309.4141146053,149620.1092988836,161573.80448316195,170873.49966744025,212270.19485171858,127474.89003599693,148129.5852202752,163015.28040455357,98119.97558883188,144159.67077311024,94875.36595738854,161934.06114166687,157164.7563259452,161454.4515102235,144229.14669450183,154571.84187878016,140236.53706305852,144649.23224733683,125819.92743161516,106208.12261589349,86596.31780017182,125819.01298445015,93421.70816872848,81905.4033530068,133456.0985372851,79274.79372156344,80759.48890584178,71816.18409012009,51258.87927439844,81864.57445867675,45181.269642955085,29108.96482723343,24547.660011511733,,
16,1000223629.0,2.0,100728.95050145603,-13.108826764217074,188.71599999999998,70.6122,-60.8877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19996.216374915544,0.0,55949.606743472206,0.0,18810.997112028825,63584.69229630717,68670.3874805855,76791.08266486383,64892.77784914216,97908.47303342047,92777.16821769881,128785.86340197713,107494.55858625547,122494.2537705338,116683.94895481213,118396.64413909044,143841.33932336877,161624.0345076471,223195.72969192543,111372.42487620378,171992.12006048206,183014.8152447604,139431.51042903872,138641.20561331708,164527.9007975954,168688.59598187375,0.0,201183.98635043035,191076.6815347087,0.0,0.0,0.0,169596.46227182198,203017.15745610034,205421.85264037867,124628.54782465697,156308.24300893533,166005.93819321363,167947.63337749196,151735.3285617703,178158.02374604862,201976.71893032696,189012.4141146053,204634.1092988836,193082.80448316195,179509.49966744025,136745.19485171858,150485.8900359969,166792.5852202752,136569.28040455357,92458.97558883188,148241.67077311024,143431.36595738854,122690.06114166687,112579.7563259452,115657.45151022352,150512.14669450183,80058.84187878018,79610.53706305851,72940.23224733684,79957.92743161516,79900.62261589347,63133.31780017182,101718.01298445015,92699.70816872848,87245.4033530068,69064.09853728511,98173.79372156344,107810.48890584178,116332.18409012009,118249.87927439844,111669.57445867675,133385.2696429551,142904.96482723343,110266.66001151173,,
17,1000223626.0,2.0,102176.064480855,-14.098518667585484,206.528,70.1229,-59.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.045269245573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33109.08266486383,0.0,62721.473033420465,48494.16821769881,43715.86340197713,46185.55858625547,71509.2537705338,65368.948954812135,71109.64413909044,76959.33932336877,114470.03450764711,83997.72969192543,115113.42487620378,101532.12006048208,105818.8152447604,147562.51042903872,191442.20561331708,155364.9007975954,185636.59598187375,156743.29116615205,175507.98635043035,158316.6815347087,136162.376718987,190186.0719032653,153254.76708754367,204430.46227182198,205091.15745610034,163067.85264037867,189513.54782465697,150906.24300893533,199389.93819321363,122578.63337749195,148667.3285617703,172955.02374604862,152236.71893032696,203808.4141146053,137735.1092988836,125084.80448316193,177528.49966744025,185886.19485171858,144635.8900359969,172286.5852202752,163289.28040455357,178775.97558883188,179768.67077311024,167542.36595738854,145175.06114166687,168111.7563259452,197398.4515102235,200344.14669450183,194999.84187878016,201781.53706305852,158664.23224733683,142056.92743161516,137167.6226158935,123577.31780017182,136771.01298445015,114641.70816872848,131834.4033530068,139402.0985372851,134856.79372156344,102912.48890584178,115959.18409012009,87797.87927439844,62451.96482723343,57871.66001151173,,
18,1000223627.0,2.0,171787.51907372466,-15.0255630501285,181.303,70.5197,-61.3869,0.0,0.0,0.0,37743.95971641061,20219.654900688925,0.0,77199.04526924557,51209.740453523904,50090.43563780225,49762.130822080566,59408.82600635887,58184.52119063721,79457.21637491554,109599.91155919386,119143.6067434722,128847.30192775052,176637.99711202882,187785.69229630718,195632.3874805855,232489.08266486385,211125.77784914215,242492.47303342045,199217.1682176988,194841.8634019771,216210.55858625547,230958.2537705338,244576.94895481213,249368.64413909044,286145.33932336874,249450.0345076471,252200.72969192543,247527.42487620376,214060.12006048206,225591.8152447604,263160.5104290387,209312.20561331708,278098.9007975954,256735.59598187375,264348.29116615205,258462.98635043035,286987.6815347087,265739.376718987,249278.0719032653,257266.76708754367,270553.462271822,258708.15745610034,162608.85264037867,272858.54782465694,300828.24300893536,200078.93819321363,287229.63337749196,217131.3285617703,275154.0237460486,229418.71893032696,292236.4141146053,252001.1092988836,203001.80448316195,208001.49966744025,237174.19485171858,179860.8900359969,189787.5852202752,171991.28040455357,188488.97558883188,201393.67077311024,212607.36595738854,186552.06114166687,168695.7563259452,161268.4515102235,131524.14669450183,178099.84187878016,156878.53706305852,124692.23224733684,143865.92743161516,148036.6226158935,147344.31780017182,132405.01298445015,119565.70816872848,110482.4033530068,115650.09853728511,123489.79372156344,105298.48890584178,119084.18409012009,107746.87927439844,138928.57445867674,72205.26964295509,92500.96482723343,35302.66001151173,,
19,1000223663.0,2.0,98784.17456720471,-18.82660232363288,161.844,70.4341,-62.3049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28441.082664863832,47673.77784914216,19575.473033420465,0.0,0.0,13124.558586255473,42931.2537705338,34058.948954812135,48128.64413909044,29603.339323368768,87346.03450764711,41344.72969192543,40834.424876203775,70308.12006048208,96074.8152447604,66141.51042903872,88905.20561331707,68548.90079759539,65927.59598187373,86841.29116615203,82109.98635043036,66877.6815347087,107136.37671898703,102700.07190326533,129710.76708754367,107357.46227182199,96684.15745610034,138792.85264037867,178954.54782465697,175412.24300893533,204554.93819321363,191740.63337749196,184861.3285617703,159468.02374604862,138390.71893032696,166365.4141146053,211281.1092988836,202624.80448316195,216097.49966744025,282059.1948517186,253683.8900359969,191854.5852202752,200803.28040455357,241940.97558883188,215679.67077311024,213497.36595738854,219551.06114166687,289976.7563259452,222101.4515102235,189200.14669450183,201193.84187878016,167503.53706305852,128544.23224733684,135307.92743161516,143522.6226158935,129916.31780017182,127352.01298445015,136914.70816872848,123973.4033530068,114750.18409012009,145923.87927439844,130417.57445867675,123394.26964295509,117241.96482723343,113419.66001151173,,,,,
