,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,27513.20843772933,-8373.671414403154,-3095.6018113387436,-26739.555892378674,30243.7340268814,-45418.718212782784,17884.108272059133,36782.29012972328,79340.81226157625,47346.27638834429,77422.85433845122,83033.09020709763,175800.92353615537,146809.89833977068,83194.41279107024,178472.48979448032,143379.03377041826,133039.60374438114,138918.507054903,154239.42982421073,83947.09704112491,121913.45391726923,144413.17640674725,117412.26953145255,103495.13847493746,52582.72287011576,115669.4557658537,102544.32920309983,60302.64210911046,17267.06878834369,-10084.873711466047,-26816.570408567484,41736.90238985289,-23069.215642780495,10676.103634400995,-14665.043814696077,22825.066713203596,58273.537605541205,30118.51327851981,54489.35209606553,74472.43431467841,20177.890619017275,61529.73505722715,65597.1101567432,37106.60342672686,54203.95758826641,-1810.5354535193837,70996.6942753033,72480.83872000461,78289.42526321387,96638.87488923078,115166.20266985252,108135.34636220957,142404.16436555926,146740.76866619324,115325.2894646775,156913.9747777419,193463.39416381964,125760.82664164832,58279.22823555858,114934.7818436165,88519.35091005695,133063.10392330535,71416.15469213825,110722.0471487207,67333.28091456485,104524.25904441132,70039.81781282216,131814.58903231242,75470.19725896361,49228.46879858347,108295.28827750761,83521.89089045866,129334.38347771473,76211.21572505435,72429.92122976518,106674.49081277766,84153.14666607945,110372.09893313251,105750.69825062438,142729.0693793999,94313.88230445783,179143.6168135066,175130.95318784373,249527.5385555085,152339.8019564012,170258.59862665177,179528.5799061409,121664.21223053386,116165.92207909464,146513.2091936583,99147.18880684277,122736.78219585058,93940.38329143365,48191.73318420601,10821.539204461624,51125.95879165029,-10179.629108078538,51386.15737715049,9580.678278279805
1,-22737.721988590714,-11603.202723132224,10230.645864067556,16164.85727535038,30122.945096359344,-19364.33002541447,-65363.01508154054,-20841.796466277854,38043.99628394666,-72063.12554146667,45541.29805637764,-5418.412881127463,377.4593930455626,11033.14707135718,4494.655849924908,-49260.02761330873,-40545.14311091314,66435.55854126246,-11951.469786089921,21217.392957748823,46960.40065934467,38059.36467454306,24677.218512271742,67549.20385735185,30744.07699317708,35620.01215108951,54609.316273514654,44694.64960418428,18743.647806660614,37343.21457751549,-19729.4840482255,26430.154987571594,65040.15035058248,-53234.65385595781,101054.63819887026,22533.35749218771,36827.57796684267,15456.569678325555,80971.82070624498,75828.74550389801,50114.225309567846,98463.56742595871,143377.32992869374,155933.2793821444,97009.49889995536,132244.7704405982,96970.2263016445,153583.69164014858,89335.65017912589,53456.53339678243,52037.39380629214,26857.590965663483,40328.90148181128,30916.11881396127,35927.97242368072,41484.64231689685,-11434.595924140354,-18763.83036937067,-9742.993217401086,9883.645642335783,38221.02677710864,13852.226926972344,67971.27319335252,37019.08433110707,38865.93533684856,39841.2444104818,65182.683958830734,57168.03294176201,16611.003092040217,18601.894800248418,36496.548040870046,81107.4476504471,36812.06334629351,73796.19435223912,46360.79803684152,99193.49665198753,77461.05304523185,77090.90944309474,110321.6823043145,125964.87124834121,175564.8600162572,103400.65097826679,84455.84656573363,98560.92694391747,110331.37186749668,86787.007767021,-4554.315708339054,75889.30478953963,67526.93358995447,83000.29420587723,90600.34873679641,14776.760922511501,54696.571256742725,103373.81578989976,23085.687308897537,14182.84835447718,49610.16131847372,104796.2166973376,67973.32303524755,52430.817721207524
2,1148.7081099899306,-1962.460740045346,-65713.5053553407,18967.756334173657,-12393.418274181338,87085.55752400235,19896.438348910393,-5980.227745208332,10385.34873821654,3967.38401292319,-19096.35885123202,69461.01748232039,78811.46642909071,41881.86028848599,32605.366879186662,-17232.577989637146,21635.72948736958,20722.98397761176,29261.473588421355,16592.680287643943,69129.43479234478,68899.1853107961,98448.91048611686,21858.920080544005,65332.80592183264,63881.42436538394,29789.30233929613,78154.32309504114,130342.35921902067,74899.09076604761,62771.15690145736,12430.314439613816,35661.31159483655,-7961.404120466123,22891.159018550643,-7473.036986841004,-31834.54538319293,25031.01030151013,-51620.18359077127,-46580.43634968176,-5950.493733491691,69129.77064455138,16160.01833835166,-68021.17458374804,-8795.785653167353,-13091.38893407,24039.49121640331,-3066.238554811648,25659.87527667985,-23538.572415909428,-38481.44418075132,15304.947178428774,-4436.112701281159,-31802.57001174658,-6197.831728716878,17687.106344379965,-14270.959440375875,-17294.02308860261,23062.397489651146,-20737.711600568677,52332.26247893755,22814.15200744639,38863.55744276231,143055.80758897593,32844.58486268066,66167.70104884039,26597.024792053453,53592.34746404167,84950.21977839363,114827.13163749746,54775.91336134978,59449.713309324514,57134.13684817558,84202.3429066303,164211.34430293823,89183.97690126175,73538.03769770896,67589.48557714722,64893.156761446764,58802.864670419134,69256.06447276718,63269.67208243158,98764.86608905884,17919.307613371842,84138.73980245097,145442.4692838693,85429.0347000328,87514.77886534196,49378.24270818108,83488.42129879232,80328.7694359228,83505.64147905898,35294.199183768935,80327.55111900209,62541.134735639906,145503.37258892215,-5330.2533202349005,99303.64844875105,5078.720201154152,33467.32694934679
3,1906.3715303280112,61203.88725013613,37873.3036733191,-5395.17364250119,-6307.667072349303,38883.425026096105,14422.847826593403,-42639.0628429751,-15724.370720416788,13369.50285687406,-8954.05105364119,21399.754306445873,33342.253684613606,50417.662488819806,70834.459341889,85427.8833217077,142234.94835503778,183419.06748899678,134794.03649470882,98999.62052526468,192376.79082021632,118799.53162784911,166188.66440134996,138886.81843705304,214848.10448265157,147301.4974512374,115069.72085745048,137980.87057288166,182525.13606826376,224425.96261243636,165492.20224195416,146006.5336445251,163754.8425618805,75572.69313389505,148585.10797391742,94298.20845942356,150226.32506267665,132222.7455110298,126833.79347805314,78805.49148825037,111679.88416994295,152568.71920551226,175656.95039140809,126691.3391484203,104866.67184987661,133841.39089415027,127694.61297300276,74850.02742523476,102581.22755166847,81687.20534376026,83931.4062039317,68681.7024941585,-23325.687747518954,53676.2473529732,44197.056143909576,33149.110120100566,-3936.510921784705,3153.2734101136166,27445.11423466794,-25523.993907674125,-27303.984043124263,9072.402871111164,-34866.17345219348,-15909.156644744537,56753.308921906966,116157.85183709968,43251.3829247411,12642.405447771755,39335.98371687338,32788.28244530288,54337.77885077257,16125.198261057802,11740.10361838793,60485.068984151876,1542.775710726164,56632.374115256345,24273.560373151857,99346.72630639382,85767.75492447134,69273.00367266627,56441.801370960005,33828.64669259921,14697.53001433333,39412.01226793099,33987.75031605753,95014.62442514539,112358.40115843291,115231.6738247408,60904.97157777195,99609.63299366712,63481.25008932878,45587.990112584754,90353.61916412735,46135.62711680601,92688.8962814194,87543.4816783081,149484.9432450283,80252.74386143693,160888.79342693713,118535.83617223785
4,-14408.931400326903,-17372.4564114164,36505.21850195841,-30521.18385928663,-18248.997819160286,-19950.569274625814,10582.634755988845,-68040.32786705407,50913.93660788063,9194.705087755734,-285.8368183915577,2759.1351340094025,52783.478522745274,27213.489468232816,-21681.74505979788,13667.327396962733,67291.34293591132,-12055.19441236413,-26254.435495718866,52398.171685526555,29646.749525069867,-306.45325349225095,-5987.338036724206,29084.54393772075,10684.11553775001,-14342.703759008178,49189.0256916576,-2759.0606093863707,88974.0203772459,-1391.0453857999146,3700.1668827272297,-7999.841630520678,15472.203051634642,12203.652484189188,31127.636090360356,-16761.292854414674,-21669.136936640592,426.1124466730498,-21784.95115709179,87227.57017204739,41954.84909562087,50902.465265415885,91668.55338933636,70225.39692431645,146380.51083847426,109934.77044213799,140654.87409952722,149769.7792917829,182321.31839453822,170756.26030445797,127413.77065759218,143926.41553548162,192174.5670397487,207511.00875548783,180684.9045663525,165351.73030384968,176235.51339490223,140732.0868791217,142145.28737138896,122137.12381459572,61243.60060125312,182860.15364096395,80807.60779965433,142928.31946536025,153499.55457836651,93598.84682163442,109688.01663553671,71044.54193867935,43312.61369571053,-45346.783356940425,51068.56478693763,98464.2570044757,57426.62877423306,63902.48658865181,-19182.099592679475,17557.340014235902,-27737.35004901738,43682.11816997514,20792.70333098358,-27683.1829942274,8403.673511088215,-10716.78895444371,28788.524034288275,2233.0472072006887,-31756.41776119509,-22629.656931371817,58072.32606645671,16133.466265474526,82143.2876108158,23159.17327515743,-10198.130509996434,31775.71770797486,54512.11344042764,49646.199278739245,60370.30259723666,29699.915844649327,96476.55767742163,70969.51683212825,66918.5653049674,82066.77295180217
5,35114.697379435784,-66794.31541476543,-17909.14386352922,-30586.241760941997,-62161.61847533553,-36236.3489188227,-41466.19937945722,-13731.09134028152,2089.62158246519,-5730.176380702101,-1256.4366155286543,16020.679548971686,-16567.152358686737,-34573.39923366509,4253.680133781626,56805.457693460914,33295.18301357035,-59181.46050341791,-55792.523913456855,-33037.82979915809,28627.01828050223,64649.34982619971,33045.38067820283,25263.074270900324,21382.53150551406,-15382.121657755008,46391.09866156585,8953.012242377998,24034.618535494923,-52754.377275352745,-33667.932386349996,-51367.468292669124,-41305.5258745148,43428.98458808059,56146.22747031306,48032.99263416062,25106.734407872482,-7629.766286491264,105983.73004859488,23560.02444982614,94473.81277951514,49299.86506905426,87180.10942831248,71647.59048232489,141408.56696572748,95677.33806324181,136210.7246193262,101101.7383420016,54349.87590637499,136033.35279788956,34088.47555292177,56560.65693045482,34711.168571320406,105736.33713717261,70996.81395601026,24974.998195447704,178209.60332787753,93960.82357619303,119756.99480210102,73050.045212937,59633.90202439489,24053.392156123547,63291.73970500383,246.43436904464033,141146.9957435051,28323.855610894476,99224.40351912766,48096.80740403945,51079.92826174911,61081.50428041269,84755.43548887048,2515.807690970767,61824.02894746657,60893.32787966896,12695.674607323082,52157.69476140841,11087.755411973812,53697.42757608362,26719.72548453479,45567.08867600344,41272.91310101359,22491.64588862434,-31261.159913115214,20889.973285352815,56542.88740163611,44847.369651841684,36650.38570368218,20255.7762149121,-7723.577103896886,-21194.75880555398,34753.91119755643,-278.64167982064873,-48024.39003266584,17653.19487586376,-6367.666336102996,68931.20696245275,65757.80864403586,6898.372795626479,31721.512582708496,50497.31774584576
6,-34040.647929615996,-10964.670835984572,63594.12941722176,70898.72899938615,36118.92690777469,-4075.439479624365,53668.09347487642,9169.566977793287,75513.08247104089,-17833.41516188391,-4766.127925307605,1408.5645286068243,43034.55132172591,27592.772029784708,26373.52566901289,-38634.93675587145,-28150.31830238227,32950.666078949296,13321.7425950037,32031.698555829076,33197.07901666686,-1461.7682240656986,-76384.98908973027,6741.421375337556,-1497.1751584645926,-45503.710012529846,-26692.276350375258,41077.52107067236,-7156.031172671491,37075.93978707249,-11527.73870329322,49138.689777061045,5426.60484278215,27089.05931918232,19304.33825083494,-16154.363707472687,132738.1391878872,49647.70302414692,100999.0265954405,44050.483738538125,66184.49749183917,86382.99986954317,122386.34836336185,89568.26949171783,158257.3468370799,110683.84506706771,195056.82843872378,166880.4302379401,118944.88646768368,118163.52339796093,53087.29611622615,109557.18885068956,75906.50452391253,60434.79814036817,77718.81553077657,35805.61747285369,39281.53906764135,78552.5204098995,49671.594880956494,122395.12495064507,126434.58924689966,161993.35935302867,104556.45444532634,141772.47824310456,77513.12325954909,103793.76595726797,80902.11493640178,89557.55798596973,47215.77163769253,-21098.69209905879,49918.665155072726,4799.655304655254,48335.87275858906,-19886.241128886046,-35404.76497744988,27776.247489802292,61767.28828634046,8354.995178212062,-19875.606268572403,-36930.17004109644,-42081.138678999974,29372.88994069947,26705.68878616713,52406.11977281668,65049.079797432205,172028.59050493664,27199.006981380702,53144.957108138355,53219.761827570925,120325.82960265878,92668.74388676125,74563.90216371664,161573.63162895732,29250.193327265908,4097.669951369888,13033.728424982308,23884.742675712394,-235.68158281571186,-12151.496184895914,-17153.43717706559
7,2390.6500319764427,-61127.44795134473,6778.2267321706895,10827.35843215734,50918.98136477689,36310.961819848315,2492.3959505739153,-30032.93305215098,74188.56211793105,-3202.3431020198723,-1467.1260811609918,-20379.32409768376,23504.105522995837,31824.908155095323,-19900.669463026505,-53132.601005509794,31478.147946957393,3713.9933517303457,23852.837178763573,6124.315520985361,24357.65952860133,36550.21499419963,-7637.491013118645,-19213.301592252243,-18159.736909416064,52608.35554732593,-35939.010108499606,30912.293520229818,40047.492935270864,332.4897535434102,724.3819694048511,11106.824407373682,22764.198544446,54767.988776351944,45573.72264810989,-6083.897961030679,-27474.621437592043,59086.5904081705,-16047.975902427814,-27032.986266488922,-35435.015880695646,4903.52129684373,47182.73079381143,580.2789187133512,48501.55791664238,23605.21507493373,8508.709129589854,25897.973932440098,56150.162576899274,94288.04386573343,95123.34570437766,30654.671767491498,110280.06493295054,45884.19215172108,80785.2096996734,137441.23783955752,20435.16281819764,48115.66291038597,110209.75052166406,24116.863323714162,34219.42302574313,86575.80813553305,72614.00959839702,6528.488486934846,2887.8551745655896,71575.86650110576,87028.55267650759,78261.41758580638,153611.91724991996,136953.87847950959,62864.176235553634,121820.72737989976,48670.87223568356,118892.89659015919,94564.86122568653,155340.96811180323,239574.03361631098,131117.0527111013,124811.85796501717,154520.39826302303,147789.49465849908,152123.21339133554,111227.60078952034,102422.1272730359,177786.98841011943,139808.95622583033,70939.8969145311,22457.534718947107,147980.75964553698,87116.47855769942,123363.86032174934,71495.65843616467,93012.68754718364,99490.90543286935,66892.02801512412,143980.8016525015,23490.264242376594,113123.43561432869,60118.492380882846,60220.26382734491
8,-3088.8693036097575,14809.065644500817,18767.059388009046,-3271.004149683835,-9639.379322204477,43486.713762190746,-24298.998883836557,64115.7953668676,87064.69395255626,41916.881912876954,68734.83488836251,1297.0009014988946,18743.870273809593,6601.75437299856,2902.7117535909065,497.3910749098013,41034.53034182057,8519.455810478546,-4139.267096135324,26879.511585539072,-676.5807472583956,1701.369233608803,-31919.142696933097,14123.661965053143,-2709.1017633227784,-36591.47105614536,-36473.56564712293,59176.96558074008,64332.54475276801,11110.780137750462,-64454.50932466666,-19813.36196295044,-20900.588102304806,-22929.852533956808,-10488.999218376433,4746.548505029452,78681.60400549976,13096.081194036447,-20312.848776231313,-3527.5079631986237,24411.059835696124,-13487.42291424254,3406.767547828424,-40168.38193274538,-42133.298243580626,16012.132520701303,5303.510771013679,20274.006992335435,-11749.272494334658,950.4510064314272,-13639.253405051077,-34134.544157118966,33444.30919571464,-40147.37050340029,-25525.495382269357,50176.067915829684,57666.196723274144,80092.83177806916,15136.738662883123,35417.27088184722,17971.55637220124,53000.687642148296,73292.64884358183,90999.85249286439,15036.139436310055,128770.60873459722,88978.88463754396,83445.09014637792,87065.22206597691,65130.45167499108,69982.02949230936,82016.92880612783,18973.864139676094,47873.22677133972,-50238.36004409831,65471.020509104084,32633.050850889926,-40601.48242488228,49969.32209569938,34667.22123409341,-19725.390492037408,11637.20146889225,-12751.771326780494,-5013.867554146781,20202.27346067385,-13298.906248667488,58900.67166308094,22839.02856429275,-58792.53241724085,15305.120245272294,43401.228775299605,-32698.973707847053,-25190.78472984212,-26212.843045822014,35391.124173991586,18451.186389290615,8986.98565441417,-52847.47427830999,-16896.73710408354,-48534.5060287519
9,43541.76853922224,2110.433787600352,27713.55019956256,23328.470666251196,17021.180791939252,51286.88191967393,16376.74152191801,132678.1633446915,10879.728386218034,-11827.781835008675,60332.77353807614,72005.6904318796,37941.83694681174,142158.61327437032,128096.9483957346,101604.31222144619,126412.61894463611,142712.47964154294,103121.009892024,126515.32247779827,163322.78279594146,65134.163290708966,76074.98748548533,70616.8469172372,25453.529624020695,67369.78238890294,-10572.079923648642,17969.036022857694,22418.83795062084,48388.502329698604,15628.114717485754,13471.031625741169,36288.97145609948,26331.62347280224,36964.525531442676,56621.53247916498,47127.127267716285,106537.14806212709,47488.42347556813,107518.82264468158,142913.3579940418,211410.78922369023,187709.8565051856,160710.2521793611,128516.22537223785,160652.7475184761,204276.54554669885,94669.63596869817,173402.1821025511,86903.9166183237,114124.58122929967,37840.11250972047,80951.27221156762,88277.87829243818,-23414.72119441774,39523.422561318104,66335.7186807447,11461.215545125691,15018.28920367612,41055.50965713932,56296.93382408004,41100.8682907607,25677.996406562175,312.2074530435457,24688.55885126331,73399.33661082092,65881.9065174633,-22775.675900376536,-9542.929487150323,20102.594773789533,-23339.747560689153,-18013.60471359321,-17303.758717542267,-38293.93872040867,-9398.307110425154,20532.397967879264,89680.20200316412,8059.905767560398,37533.22849676075,16114.423470759513,56037.60648084662,96169.75427597933,98117.35019350867,57534.356967113745,54947.98695319057,7320.652338807158,60642.6650629267,32119.299459822436,32996.93262428596,37775.84782213885,32130.308885803992,28970.063460793735,30061.536940112288,10918.153111750868,15410.860958668585,5676.9887892419665,16481.979778873818,59769.254921249274,53926.04117667693,62059.38495299888
