,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,1000223884.0,1.0,13749.433232962561,-910.7216494961547,197.41299999999998,43.8677,-53.6433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.7296919254295,0.0,0.0,11447.815244760393,0.0,22647.20561331707,18631.900797595386,40593.59598187373,45317.291166152034,10094.986350430365,24634.681534708696,30265.376718987027,31253.07190326533,25884.767087543674,34237.46227182199,74226.15745610034,35325.85264037867,73255.54782465697,58898.24300893533,84017.93819321363,100759.63337749195,46470.32856177029,17088.02374604864,55772.718930326955,55590.41411460527,0.0,6327.804483161934,20003.499667440235,29812.19485171858,36079.89003599693,5259.5852202752285,15004.28040455356,35369.975588831876,23415.670773110236,0.0,0.0,43967.7563259452,0.0,14459.146694501833,0.0,0.0,20128.23224733684,0.0,18842.622615893473,0.0,0.0,0.0,0.0,9862.098537285114,0.0,0.0,0.0,0.0,0.0,0.0,29237.96482723343,4810.660011511733,,
1,1000223885.0,1.0,24331.424207348417,-917.6955231141667,217.873,43.335,-52.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12734.510429038724,0.0,17522.900797595386,47797.59598187373,17590.291166152034,80160.98635043036,53030.681534708696,53865.37671898703,62555.07190326533,46647.767087543674,65092.46227182199,83301.15745610034,111893.85264037867,55253.54782465697,85512.24300893533,61551.93819321363,70119.63337749195,60384.32856177029,96878.02374604864,45354.718930326955,108250.41411460527,73572.10929888359,87303.80448316193,82818.49966744024,84078.19485171858,98392.89003599693,57846.58522027523,52554.28040455356,25116.975588831876,41013.670773110236,62206.36595738854,39507.06114166687,38059.7563259452,15018.451510223516,0.0,0.0,24924.53706305851,20576.23224733684,16774.927431615157,22415.622615893473,11859.317800171819,22658.01298445015,31107.70816872848,0.0,0.0,34666.793721563445,0.0,0.0,11858.879274398438,0.0,0.0,0.0,0.0
2,1000223513.0,0.0,72744.29678046478,943.8133413257988,208.53099999999998,104.553,-55.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26291.948954812135,29907.644139090437,31550.339323368768,53242.03450764711,72979.72969192543,69408.42487620378,50880.12006048208,115342.8152447604,98643.51042903872,124654.20561331707,123187.90079759539,145630.59598187375,96998.29116615203,146271.98635043035,114235.6815347087,170982.376718987,135927.0719032653,206967.76708754367,162822.46227182198,156841.15745610034,161217.85264037867,138392.54782465697,151100.24300893533,156305.93819321363,132368.63337749196,187286.3285617703,86476.02374604864,95251.71893032696,103844.41411460527,128807.10929888359,90422.80448316193,104665.49966744024,117241.19485171858,67172.89003599693,75904.58522027523,77374.28040455356,68304.97558883188,97012.67077311024,107810.36595738854,94354.06114166687,52292.7563259452,77783.45151022352,80519.14669450183,118593.84187878018,135286.53706305852,101204.23224733684,115520.92743161516,73878.62261589347,98974.31780017182,137283.01298445015,137083.70816872848,96878.4033530068,141141.0985372851,136112.79372156344,137123.48890584178,118962.18409012009,108166.87927439844,79309.57445867675,66153.26964295509,87893.96482723343,
3,1000223888.0,1.0,4196.33793605908,-952.3811801427173,187.493,43.3868,-54.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188.7670875436743,0.0,0.0,0.0,0.0,0.0,20045.93819321363,0.0,0.0,17255.02374604864,0.0,0.0,0.0,3147.8044831619336,29050.499667440235,0.0,15892.890035996927,0.0,3175.2804045535595,20108.975588831876,18755.670773110236,10297.365957388538,16941.06114166687,16121.7563259452,0.0,0.0,0.0,0.0,26765.23224733684,0.0,0.0,0.0,24413.01298445015,22721.70816872848,0.0,0.0,7893.793721563445,0.0,33402.18409012009,1859.8792743984377,0.0,33436.269642955085,23919.96482723343,20884.660011511733,,
4,1000223512.0,1.0,4338.294768931583,954.7100453663189,186.072,105.18299999999999,-59.9837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9505.109298883588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.365957388538,0.0,0.0,0.0,17772.146694501833,32973.84187878018,17839.53706305851,41302.23224733684,13725.927431615157,32277.622615893473,31076.31780017182,20383.01298445015,33565.70816872848,8572.403353006797,46564.098537285114,15379.793721563445,3730.4889058417757,31428.184090120092,11156.879274398438,0.0,13180.269642955085,0.0,0.0,,
5,1000223909.0,1.0,1988.24803670412,-985.1966574873887,155.799,43.4801,-50.5519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140.376718987027,12322.071903265329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4849.328561770293,27821.02374604864,267.71893032695516,0.0,7457.109298883588,0.0,0.0,9724.194851718581,11600.890035996927,13379.585220275228,19269.28040455356,0.0,0.0,3316.365957388538,0.0,0.0,0.0,0.0,20421.84187878018,0.0,0.0,0.0,0.0,0.0,6296.01298445015,12293.70816872848,0.0,0.0,0.0,0.0,0.0,0.0,15841.574458676754,0.0,0.0,0.0,,,,,
6,1000223889.0,1.0,29362.920352478945,-1009.8073570929724,203.485,42.1463,-51.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.8634019771271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15793.424876203775,0.0,0.0,0.0,10821.20561331707,36277.90079759539,17874.595981873732,60480.291166152034,42657.986350430365,50170.681534708696,46384.37671898703,73257.07190326533,40351.767087543674,30245.46227182199,48705.157456100336,101292.85264037867,100087.54782465697,91183.24300893533,87654.93819321363,68670.63337749195,51423.32856177029,81140.02374604864,90716.71893032696,77957.41411460527,82638.10929888359,71581.80448316193,75895.49966744024,89784.19485171858,69267.89003599693,73077.58522027523,64866.28040455356,76665.97558883188,79296.67077311024,77803.36595738854,83413.06114166687,83274.7563259452,35329.45151022352,82988.14669450183,97474.84187878018,54249.53706305851,31981.23224733684,29560.31780017182,38019.01298445015,22751.70816872848,30018.403353006797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10027.660011511733,,
7,1000228859.0,1.0,2712.8278827939957,1011.785639064178,224.19099999999997,105.315,-54.4886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18892.53706305851,24475.23224733684,0.0,0.0,0.0,19643.01298445015,22620.70816872848,20749.403353006797,0.0,37409.793721563445,40415.488905841776,29441.184090120092,27210.879274398438,0.0,3296.269642955085,0.0,0.0
8,1000223880.0,1.0,19286.515720250703,-1030.9689585866283,176.27200000000002,42.3597,-53.1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.120060482077,0.0,7624.510429038724,5126.20561331707,38074.90079759539,12122.595981873732,0.0,0.0,7311.681534708696,0.0,33225.07190326533,7228.767087543674,4394.462271821991,2174.1574561003363,34689.85264037867,36630.54782465697,72109.24300893533,37816.93819321363,60064.63337749195,87241.3285617703,74790.02374604864,84872.71893032696,86653.41411460527,43046.10929888359,61333.80448316193,66078.49966744024,73482.19485171858,84491.89003599693,83775.58522027523,64099.28040455356,68164.97558883188,78263.67077311024,59144.36595738854,57224.06114166687,24464.7563259452,61942.45151022352,61875.14669450183,35250.84187878018,0.0,19992.23224733684,34642.92743161516,0.0,0.0,535.0129844501498,0.0,25545.403353006797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9,1000223559.0,1.0,7852.068160763276,1037.3472218793934,168.963,106.83200000000001,-53.6169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25531.986350430365,14618.681534708696,0.0,0.0,12358.767087543674,0.0,0.0,0.0,25021.54782465697,0.0,0.0,0.0,0.0,6321.023746048639,0.0,0.0,0.0,0.0,0.0,0.0,12672.890035996927,2138.5852202752285,0.0,0.0,0.0,0.0,25449.06114166687,4499.7563259452,10304.451510223516,0.0,4868.841878780178,16911.53706305851,39314.23224733684,13516.927431615157,44219.62261589347,49292.31780017182,43317.01298445015,64755.70816872848,25897.403353006797,35891.098537285114,35431.793721563445,48769.488905841776,51009.18409012009,28241.879274398438,40622.574458676754,0.0,5902.964827233431,4102.660011511733,,
