,Emission,Occupancy,kon,koff
0,11056.937607850801,0.19861760978732634,1.0038684066942405,0.21432275494537503
1,9810.994947463123,0.21188058301189672,1.0592440750117946,0.2829575505618925
2,8649.844099336957,0.2147843556516909,0.8135653467859663,0.217340582685115
3,9186.486688105208,0.2265621976345184,0.9328130002325673,0.2250177990260356
4,9531.835687379222,0.22085037550479353,1.0592440750117946,0.2829575505618925
5,9526.185319131173,0.2513355197415887,0.4758439174923413,0.16490241449563292
6,8439.870945005538,0.2675545069774292,0.5266820548592052,0.1562384051363446
7,9172.602514086453,0.24797046844932732,0.6503656646830934,0.22536284328091508
8,8930.156816243132,0.2828432930267014,0.45381044460582526,0.16698861920685343
9,9476.196464663499,0.25164892037340325,0.5266820548592052,0.1562384051363446
10,9807.016866585815,0.25163211897103227,0.7654074208953942,0.2189818967419172
11,7822.372822439292,0.26495751451492716,0.684598402684399,0.2230125074224719
12,10026.615316786863,0.26942887984909597,0.5906118001756109,0.22315550893617636
13,9292.361951355284,0.28406476185389595,0.7263787677728069,0.2903594320175567
14,9933.348824805209,0.2949864579959926,0.5658140567106045,0.23361953175297953
15,8658.11227709875,0.28495602885446064,0.7298121626452961,0.316936372396138
16,9417.863249096552,0.3081815175454209,0.4337531709028705,0.16920067096290728
17,7733.282879004657,0.3156436427855767,0.6426242147424496,0.3123926745555558
18,9414.215127148987,0.29052342051074254,0.6186525276351378,0.2206081714224215
19,9627.211937481648,0.3101932607757436,0.41541828981836887,0.17153739646937938
20,9685.641819796716,0.32853244551664446,0.668600933624758,0.3081405958612389
21,9228.097151614738,0.3192361689291225,0.522117852168771,0.2535641204281155
22,7922.9673923440105,0.3694778744088053,0.46573394427584,0.25119515932123415
23,9682.158239139439,0.3597164390781585,0.35552886738090866,0.18214688556780778
24,6496.750324338343,0.36490261077532543,0.6867301316900715,0.40960553996038085
25,7280.737984816218,0.35085469700210775,0.7626549581502203,0.377388267561647
26,8684.14200845241,0.4043165359678682,0.3012082295433133,0.19087587613732726
27,4904.751657007291,0.40887410644484135,0.5886401786159906,0.4472511494798746
28,8869.69751570349,0.3533381538287914,0.5759020554503319,0.32675596544041774
29,7680.660213130288,0.4050033553748617,0.5567574632337273,0.33209427949472314
30,6741.2878181539745,0.3939780767904957,0.39646725518959997,0.2738296745646537
31,8820.119365238961,0.4167958743026817,0.284676358423286,0.21050943271403644
32,9380.959267723663,0.40517893106389974,0.4214332571738356,0.2641170481862988
33,8809.03512384687,0.4224540829417045,0.47692307402864015,0.3481345892784208
34,10297.97208111292,0.36952909889103597,0.3432090403922541,0.18512704852188983
35,9534.371374958664,0.39571601387428845,0.7989994838432449,0.5006844403534231
36,9599.564837825637,0.416497172977357,0.6435161502121922,0.42344489597509016
37,8863.803933924966,0.40018761372199513,0.3957307289388437,0.262982201397858
38,9089.21108193463,0.4080461147201115,0.29237775474844757,0.19431605834759177
39,8763.283486155218,0.43138670493964043,0.4940160820801802,0.3808435192214689
40,9251.025556842813,0.4367756584913338,0.3544486661589242,0.28977353952546236
41,9049.06999617343,0.42225143408629884,0.40781845475766976,0.25841237092257113
42,3107.880125157816,0.46658820728862493,0.5411208218922833,0.4536500840760989
43,10160.73979025953,0.4410881834103601,0.6240226071610574,0.4309577942408514
44,10061.866192106809,0.4228485784495441,0.2844648167708038,0.2061352307319017
45,8877.166488599923,0.4179769788300642,0.5053723256302016,0.33582644822300733
46,9781.735750100437,0.43332607819473395,0.4802676291725812,0.3887875633325696
47,9293.519593848509,0.48566060022609714,0.5169450847822974,0.49646463046304495
48,9142.321947335398,0.4331022996416521,0.354842072072441,0.2962841230584974
49,9919.028943440646,0.41755739962323907,0.28406735445512676,0.19791062831666517
50,8605.924400770476,0.5148535309347921,0.3143629512821135,0.33137607960831983
51,8365.500368888182,0.48694243794388403,0.5027932119877923,0.48331942575977305
52,8913.27239457768,0.522112911802113,0.40362285423423433,0.4582773856180573
53,9885.761544560015,0.5108382233771529,0.6057427832620716,0.6094289242738189
54,9294.702699816415,0.5043640998066027,0.5792269081721395,0.6396142277703721
55,9457.66348059216,0.5215062399482223,0.39097537134347926,0.4116217552722337
56,10228.628406685593,0.48378645361118555,0.2563477462677766,0.24001566095742496
57,9819.887134107963,0.5028396627483697,0.43055059764017245,0.3946957533103576
58,8742.03464998923,0.4852987531919679,0.5276208425847447,0.46302764962576737
59,9090.429323239932,0.5588990276075173,0.14128940620409822,0.2754864945735535
60,9606.086552266965,0.5388154753002257,0.2992819051120831,0.4501437193737016
61,9468.344469577449,0.5805187808392724,0.34642878158340457,0.48045435551795945
62,8844.84342667469,0.5193599242707849,0.40120642536668294,0.4228969341828337
