,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29069.034507647113,0.0,45.42487620377506,14374.120060482077,0.0,7781.510429038724,24086.20561331707,17974.900797595386,0.0,23501.291166152034,44895.986350430365,36708.681534708696,1759.3767189870268,40610.07190326533,38522.767087543674,35520.46227182199,14667.157456100336,36396.85264037867,43686.54782465697,38110.24300893533,53436.93819321363,30265.633377491948,66127.3285617703,78344.02374604864,60624.718930326955,83358.41411460527,73594.10929888359,58654.80448316193,83544.49966744024,67387.19485171858,40562.89003599693,57392.58522027523,50086.28040455356,84677.97558883188,97037.67077311024,93543.36595738854,66888.06114166687,65149.7563259452,92248.45151022352,104837.14669450183,81547.84187878018,102180.53706305851,72899.23224733684,115550.92743161516,81398.62261589347,106532.31780017182,107792.01298445015,90512.70816872848,100267.4033530068,56351.098537285114,57213.793721563445,60470.488905841776,50440.18409012009,49171.87927439844,37050.574458676754,62204.269642955085,14818.96482723343,31604.660011511733,,
1,0.0,0.0,0.0,0.0,23738.95971641061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18861.034507647113,12672.72969192543,0.0,40435.12006048208,26690.815244760393,21269.510429038724,27611.20561331707,41218.90079759539,41278.59598187373,45597.291166152034,59436.986350430365,70854.6815347087,66396.37671898703,48714.07190326533,63854.767087543674,63143.46227182199,63220.157456100336,77976.85264037867,62693.54782465697,74384.24300893533,38135.93819321363,65226.63337749195,29162.328561770293,65855.02374604864,61082.718930326955,82082.41411460527,92038.10929888359,72521.80448316193,54055.499667440235,63728.19485171858,44239.89003599693,51582.58522027523,36909.28040455356,69496.97558883188,66636.67077311024,78006.36595738854,68601.06114166687,44736.7563259452,61395.45151022352,43955.14669450183,66144.84187878018,46727.53706305851,75977.23224733684,71120.92743161516,69308.62261589347,107404.31780017182,108116.01298445015,111066.70816872848,79360.4033530068,78142.09853728511,61133.793721563445,59373.488905841776,72913.18409012009,28628.879274398438,41479.574458676754,19893.269642955085,19678.96482723343,34612.66001151173,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39823.91155919386,19979.606743472206,0.0,18786.997112028825,19228.69229630717,0.0,0.0,5560.777849142163,29419.473033420465,26981.16821769881,25746.863401977127,0.0,22436.253770533804,0.0,50649.64413909044,40713.33932336877,41833.03450764711,37765.72969192543,27049.424876203775,33454.12006048208,14337.815244760393,16790.510429038724,43689.20561331707,66496.90079759539,61936.59598187373,37819.291166152034,91961.98635043036,52886.681534708696,53669.37671898703,51307.07190326533,73693.76708754367,69392.46227182199,62324.157456100336,91673.85264037867,80796.54782465697,60997.24300893533,104134.93819321363,100134.63337749195,91521.3285617703,61833.02374604864,85301.71893032696,96199.41411460527,70082.10929888359,85682.80448316193,41486.499667440235,51873.19485171858,89365.89003599693,78677.58522027523,66273.28040455356,58336.975588831876,57521.670773110236,73554.36595738854,88497.06114166687,84237.7563259452,69578.45151022352,89529.14669450183,57189.84187878018,49275.53706305851,61219.23224733684,37780.92743161516,74156.62261589347,46263.31780017182,49793.01298445015,30911.70816872848,34418.4033530068,7911.098537285114,24551.793721563445,20218.488905841776,2980.184090120092,4046.8792743984377,0.0,0.0,0.0,0.0,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16733.948954812135,0.0,42487.33932336877,20774.034507647113,28477.72969192543,0.0,0.0,0.0,0.0,20459.20561331707,0.0,0.0,40424.291166152034,49716.986350430365,0.0,50831.37671898703,47064.07190326533,37955.767087543674,58842.46227182199,55691.157456100336,53509.85264037867,35914.54782465697,82896.24300893533,75399.93819321363,81537.63337749195,128252.3285617703,97237.02374604864,69235.71893032696,76190.41411460527,77913.10929888359,97377.80448316193,127946.49966744024,132506.19485171858,115584.89003599693,82342.58522027523,78024.28040455356,97315.97558883188,93347.67077311024,70010.36595738854,50296.06114166687,40664.7563259452,74901.45151022352,63352.14669450183,85226.84187878018,61634.53706305851,74984.23224733684,80932.92743161516,52040.62261589347,60417.31780017182,55333.01298445015,56926.70816872848,69065.4033530068,81997.09853728511,59442.793721563445,78173.48890584178,51738.18409012009,37238.87927439844,24267.574458676754,20450.269642955085,5771.964827233431,27637.660011511733,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27984.558586255473,50266.2537705338,28175.948954812135,53173.64413909044,0.0,45327.03450764711,40161.72969192543,45136.424876203775,88699.12006048208,84793.8152447604,55043.510429038724,55198.20561331707,75599.90079759539,48724.59598187373,63229.291166152034,17881.986350430365,45207.681534708696,69073.37671898703,37594.07190326533,57367.767087543674,11654.46227182199,29536.157456100336,38808.85264037867,35806.54782465697,27971.24300893533,31064.93819321363,0.0,0.0,42869.02374604864,46297.718930326955,59894.41411460527,42135.10929888359,44379.80448316193,40583.499667440235,56448.19485171858,48817.89003599693,65699.58522027523,82762.28040455356,71038.97558883188,46191.670773110236,80621.36595738854,84869.06114166687,87962.7563259452,114906.45151022352,98165.14669450183,99930.84187878018,115513.53706305851,86230.23224733684,102611.92743161516,80771.62261589347,81156.31780017182,49915.01298445015,99922.70816872848,76523.4033530068,61770.098537285114,58210.793721563445,31242.488905841776,33845.18409012009,80522.87927439844,88956.57445867675,23855.269642955085,27979.96482723343,7749.660011511733,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30120.72969192543,17128.424876203775,42875.12006048208,23759.815244760393,30742.510429038724,48879.20561331707,36011.90079759539,89480.59598187373,57635.291166152034,65443.986350430365,74249.6815347087,56052.37671898703,68408.07190326533,36011.767087543674,40397.46227182199,52432.157456100336,71960.85264037867,47772.54782465697,47471.24300893533,60201.93819321363,56063.63337749195,49223.32856177029,34302.02374604864,55315.718930326955,66048.41411460527,64057.10929888359,47856.80448316193,55255.499667440235,68880.19485171858,94895.89003599693,81440.58522027523,81281.28040455356,80399.97558883188,78401.67077311024,73589.36595738854,97546.06114166687,82353.7563259452,92633.45151022352,124415.14669450183,88726.84187878018,104604.53706305851,118601.23224733684,76881.92743161516,100129.62261589347,112402.31780017182,75731.01298445015,51118.70816872848,100406.4033530068,52886.098537285114,48029.793721563445,106327.48890584178,57940.18409012009,75471.87927439844,73910.57445867675,78514.26964295509,28884.96482723343,70712.66001151173,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577.301927750523,0.0,16135.69229630717,0.0,0.0,37437.77784914216,17902.473033420465,18947.16821769881,7454.863401977127,16539.558586255473,13083.253770533804,0.0,18528.644139090437,14283.339323368768,26520.034507647113,35437.72969192543,15231.424876203775,0.0,29880.815244760393,37205.510429038724,18059.20561331707,29229.900797595386,2804.595981873732,27406.291166152034,20628.986350430365,22604.681534708696,11212.376718987027,39709.07190326533,40825.767087543674,11619.46227182199,32438.157456100336,27795.852640378667,0.0,58065.24300893533,52958.93819321363,84846.63337749195,103125.3285617703,68418.02374604864,76175.71893032696,115098.41411460527,114356.10929888359,124668.80448316193,193901.49966744025,145749.19485171858,125733.89003599693,143161.5852202752,86535.28040455356,91979.97558883188,103740.67077311024,133525.36595738854,112286.06114166687,90031.7563259452,41748.45151022352,63525.14669450183,62280.84187878018,94360.53706305851,34379.23224733684,54260.92743161516,58370.62261589347,73527.31780017182,102546.01298445015,55722.70816872848,8510.403353006797,55449.098537285114,61048.793721563445,78523.48890584178,46953.18409012009,91201.87927439844,46711.574458676754,81437.26964295509,64484.96482723343,107599.66001151173
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.91155919386074,0.0,3809.3019277505227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.7296919254295,0.0,35974.12006048208,41754.81524476039,57096.510429038724,74220.20561331707,65700.90079759539,108160.59598187373,92850.29116615203,84180.98635043036,74391.6815347087,82503.37671898703,95463.07190326533,67640.76708754367,72792.46227182199,93494.15745610034,80426.85264037867,117493.54782465697,77166.24300893533,116458.93819321363,84978.63337749195,51807.32856177029,52487.02374604864,70124.71893032696,73727.41411460527,89591.10929888359,71654.80448316193,49786.499667440235,86922.19485171858,37923.89003599693,69060.58522027523,59053.28040455356,49647.975588831876,54208.670773110236,78076.36595738854,62735.06114166687,52692.7563259452,63968.45151022352,72100.14669450183,64352.84187878018,78965.53706305851,106133.23224733684,42872.92743161516,131420.6226158935,78645.31780017182,56788.01298445015,61403.70816872848,58293.4033530068,67299.09853728511,54066.793721563445,102101.48890584178,74710.18409012009,52347.87927439844,64681.574458676754,53122.269642955085,48981.96482723343,0.0,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7889.216374915544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10961.681534708696,8642.376718987027,43772.07190326533,10087.767087543674,29845.46227182199,30728.157456100336,11167.852640378667,14328.54782465697,24395.24300893533,0.0,30466.633377491948,29820.328561770293,66732.02374604864,65137.718930326955,33321.41411460527,79344.10929888359,43895.80448316193,51995.499667440235,88185.19485171858,111104.89003599693,129365.58522027523,132052.28040455357,110843.97558883188,89011.67077311024,138917.36595738854,135643.06114166687,153137.7563259452,97062.45151022352,126539.14669450183,165571.84187878016,156119.53706305852,137624.23224733683,117493.92743161516,114989.62261589347,97700.31780017182,142871.01298445015,102949.70816872848,112705.4033530068,114389.09853728511,88887.79372156344,86466.48890584178,86709.18409012009,121184.87927439844,102746.57445867675,83542.26964295509,125217.96482723343,79140.66001151173,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27823.777849142163,0.0,6254.168217698811,62203.86340197713,0.0,18922.253770533804,25073.948954812135,3975.6441390904365,0.0,0.0,47649.72969192543,0.0,0.0,0.0,0.0,24030.20561331707,30273.900797595386,63203.59598187373,88839.29116615203,80843.98635043036,58801.681534708696,97789.37671898703,89793.07190326533,127962.76708754367,121260.46227182199,84564.15745610034,118363.85264037867,141100.54782465697,127612.24300893533,134720.93819321363,122400.63337749195,123936.3285617703,117466.02374604864,145668.71893032696,119156.91411460527,92645.10929888359,87911.80448316193,76224.49966744024,61377.19485171858,72983.89003599693,71882.58522027523,99268.28040455356,98678.97558883188,86805.67077311024,117518.36595738854,81478.06114166687,77949.7563259452,107499.45151022352,46973.14669450183,73396.84187878018,67113.53706305851,75207.23224733684,63193.92743161516,61713.62261589347,63405.31780017182,34901.01298445015,20354.70816872848,18605.403353006797,12646.098537285114,40798.793721563445,38656.488905841776,23341.184090120092,20382.879274398438,0.0,8706.269642955085,0.0,23394.660011511733
